geneID	geneSymbol	bioType	annotationLevel	S-CTL-001	S-CTL-002	S-CTL-003	S-KD-001	S-KD-002	S-KD-003
ENSG00000112659.14	CUL9	protein_coding	1	5092	4063	2454	6197	5439	2955
ENSG00000112667.12	DNPH1	protein_coding	2	0	0	0	4	6	0
ENSG00000112679.14	DUSP22	protein_coding	2	1029	1133	443	1584	1741	595
ENSG00000112685.14	EXOC2	protein_coding	2	262520	167067	86478	77560	38069	30998
ENSG00000112695.11	COX7A2	protein_coding	1	494	688	597	1688	894	698
ENSG00000112697.16	TMEM30A	protein_coding	2	3	4	2	0	0	0
ENSG00000112699.11	GMDS	protein_coding	1	548.37	454	438.28	632.16	438.29	320.18
ENSG00000112701.18	SENP6	protein_coding	2	9517	9319	3903	5784	4619	2070
ENSG00000112706.12	IMPG1	protein_coding	2	0	0	0	0	0	0
ENSG00000112715.21	VEGFA	protein_coding	2	194	133	101	50	37	79
ENSG00000112739.17	PRPF4B	protein_coding	2	0	0	0	0	0	0
ENSG00000112742.10	TTK	protein_coding	1	947	866	946	1699	1971	1013
ENSG00000112759.18	SLC29A1	protein_coding	2	305.81	129.74	98.87	188.91	104.17	33.05
ENSG00000112761.20	CCN6	protein_coding	1	653	578	403	839	792	446
ENSG00000112763.17	BTN2A1	protein_coding	1	25	38	12	2829	2548	1406
ENSG00000112769.19	LAMA4	protein_coding	1	1966	2057	1814	1516	2031	2367
ENSG00000112773.16	TENT5A	protein_coding	2	14	32	40	7	8	7
ENSG00000112782.17	CLIC5	protein_coding	2	7703	6135	5392	6920	6922	7393
ENSG00000112787.13	FBRSL1	protein_coding	2	3469	3072	2060	5389	3874	1379
ENSG00000112796.10	ENPP5	protein_coding	2	8	12	2	4	1	2
ENSG00000112799.9	LY86	protein_coding	2	2880	1698	916	914	1529	531
ENSG00000112812.16	PRSS16	protein_coding	1	0	0	0	3	0	0
ENSG00000112818.10	MEP1A	protein_coding	2	3056	3523	2437	2722	2025	1509
ENSG00000112837.17	TBX18	protein_coding	2	1	3	5	2	0	0
ENSG00000112851.14	ERBIN	protein_coding	1	0	0	0	48	4	4
ENSG00000112852.6	PCDHB2	protein_coding	2	70	74	67	337	309	250
ENSG00000112855.17	HARS2	protein_coding	2	14318	9968	5119	18761	29391	19160
ENSG00000112874.10	NUDT12	protein_coding	1	0	1	0	0	0	3.54
ENSG00000112877.8	CEP72	protein_coding	1	0	0	0	0	0	0
ENSG00000112893.9	MAN2A1	protein_coding	1	2597	1702	1889	1529	2342	1810
ENSG00000112902.12	SEMA5A	protein_coding	2	0	0	0	0	0	0
ENSG00000112936.18	C7	protein_coding	1	29	60.71	32	119.18	155.68	70
ENSG00000112941.14	TENT4A	protein_coding	2	82.45	473.34	54.66	745.86	558.97	307.72
ENSG00000112964.14	GHR	protein_coding	2	8438	8823	6367	6644	8528	6648
ENSG00000112972.15	HMGCS1	protein_coding	2	7	2	11	32	9	3
ENSG00000112977.15	DAP	protein_coding	1	0	0	0	0	0	0
ENSG00000112981.5	NME5	protein_coding	2	0	0	0	0	1	0
ENSG00000112983.17	BRD8	protein_coding	1	1186.85	907	432.19	1229.42	1611.2	638.79
ENSG00000112984.12	KIF20A	protein_coding	2	15629	18566	6860	30733	20138	9617
ENSG00000112992.18	NNT	protein_coding	1	0	0	0	0	0	0
ENSG00000112996.11	MRPS30	protein_coding	2	0	0	0	0	0	0
ENSG00000113013.15	HSPA9	protein_coding	2	4434	4346	1559	4953	3919	2106
ENSG00000113048.16	MRPS27	protein_coding	2	25343	24292	24064	15816	24551	39966
ENSG00000113068.9	PFDN1	protein_coding	2	6307.64	5529.67	3655.41	4922.54	3984.78	3944.87
ENSG00000113070.8	HBEGF	protein_coding	2	4	3	4	10	23	8
ENSG00000113073.15	SLC4A9	protein_coding	2	0	0	0	0	0	0
ENSG00000113083.14	LOX	protein_coding	2	69	83	46	383	694	404
ENSG00000113088.5	GZMK	protein_coding	2	1	0	1	39	49	7
ENSG00000113100.10	CDH9	protein_coding	2	4924	3696	3414	1927	1561	1095
ENSG00000113108.19	APBB3	protein_coding	1	686	586	242	697	590	380
ENSG00000113119.12	TMCO6	protein_coding	1	2	3	1	707	64	21
ENSG00000113140.11	SPARC	protein_coding	1	47	63	51	286	639	140
ENSG00000113141.18	IK	protein_coding	1	481	148	220	48	39	12
ENSG00000113161.16	HMGCR	protein_coding	1	33726	25196	23119	26673	28751	24136
ENSG00000113163.16	COL4A3BP	protein_coding	2	0	0	0	227	326	45
ENSG00000113194.13	FAF2	protein_coding	2	0	0	0	0	0	0
ENSG00000113196.3	HAND1	protein_coding	2	11353	9250	6022	9720	9686	5871
ENSG00000113205.5	PCDHB3	protein_coding	2	0	0	0	1	0	0
ENSG00000113209.8	PCDHB5	protein_coding	2	1	0	2	2	4	0
ENSG00000113211.5	PCDHB6	protein_coding	2	12891	10396	10462	10394	12287	8505
ENSG00000113212.6	PCDHB7	protein_coding	2	0	0	0	0	0	0
ENSG00000113231.13	PDE8B	protein_coding	2	0	0	0	0	0	0
ENSG00000113240.13	CLK4	protein_coding	2	4150	3712	1914	2099	2423	1363
ENSG00000113248.6	PCDHB15	protein_coding	2	2264	1880	1043	3482	3442	1473
ENSG00000113249.12	HAVCR1	protein_coding	2	1050	859	757	2243	4508	2579
ENSG00000113262.16	GRM6	protein_coding	2	0	0	0	0	0	0
ENSG00000113263.12	ITK	protein_coding	2	1598	1295	1150	1221	1075	883
ENSG00000113269.14	RNF130	protein_coding	1	0	0	1	6	5	0
ENSG00000113272.14	THG1L	protein_coding	2	62	69	74	292	43	27
ENSG00000113273.17	ARSB	protein_coding	1	3964	3743	1933	4438	4162	2419
ENSG00000113282.13	CLINT1	protein_coding	1	231	191	132	278	237	134
ENSG00000113296.14	THBS4	protein_coding	1	2928	1954	1613	1915	2663	1583
ENSG00000113300.12	CNOT6	protein_coding	1	13850	13398	12873	9945	9023	8519
ENSG00000113302.4	IL12B	protein_coding	2	2	6	45	5	0	2
ENSG00000113303.11	BTNL8	protein_coding	2	0	0	0	0	0	0
ENSG00000113312.11	TTC1	protein_coding	1	0	0	0	25	36	34
ENSG00000113318.11	MSH3	protein_coding	2	2	0	0	52	190	51
ENSG00000113319.13	RASGRF2	protein_coding	2	5429	5714	2526	2858	2726	1178
ENSG00000113327.16	GABRG2	protein_coding	2	4062	3737	2969	3326	3381	3358
ENSG00000113328.19	CCNG1	protein_coding	1	132195.4	150521.7	100856.79	106257.34	129191.14	104344.02
ENSG00000113356.12	POLR3G	protein_coding	1	1718	1732	1719	1688.88	1264	1149
ENSG00000113360.16	DROSHA	protein_coding	1	5772	3790	2324	3960	3432	1792
ENSG00000113361.13	CDH6	protein_coding	2	6693	6375	3909	8856	7128	4878
ENSG00000113368.12	LMNB1	protein_coding	2	2578	2869	1196	4836	3917	2218
ENSG00000113369.9	ARRDC3	protein_coding	1	8120	7847	4921	4242	3718	2346
ENSG00000113384.14	GOLPH3	protein_coding	2	0	0	0	0	2	0
ENSG00000113387.12	SUB1	protein_coding	2	1021	580	957	4389	5786	1744
ENSG00000113389.16	NPR3	protein_coding	1	257	186	183	310	315	194
ENSG00000113391.19	FAM172A	protein_coding	2	0	0	0	0	0	0
ENSG00000113396.13	SLC27A6	protein_coding	2	6535	5323	7151	3902	5760	7039
ENSG00000113407.13	TARS	protein_coding	1	13565	2295	4542	243	106	66
ENSG00000113430.10	IRX4	protein_coding	1	0	1.43	0	0	0	0
ENSG00000113441.16	LNPEP	protein_coding	1	1326	1075	1144	87	117	50
ENSG00000113448.19	PDE4D	protein_coding	2	0	0	0	0	0	0
ENSG00000113456.19	RAD1	protein_coding	2	0	0	0	0	0	0
ENSG00000113460.12	BRIX1	protein_coding	2	1987	1725	960	1865	3440	1117
ENSG00000113492.14	AGXT2	protein_coding	2	5993	5444	2889	5449	4592.6	2721.41
ENSG00000113494.17	PRLR	protein_coding	2	8360	7051	3092	8120	7172	3447
ENSG00000113504.21	SLC12A7	protein_coding	2	14	5	2	7	8	7
ENSG00000113520.11	IL4	protein_coding	1	49359	32412	22327	37680	29248	16953
ENSG00000113522.14	RAD50	protein_coding	1	1746	1370	1014	2046	1929	898
ENSG00000113525.10	IL5	protein_coding	2	123	138	86	777	299	247
ENSG00000113532.13	ST8SIA4	protein_coding	1	10638	6505	5211	2340	1637	1808
ENSG00000113552.16	GNPDA1	protein_coding	1	6589	5328	2996	3723	4982	2887
ENSG00000113555.5	PCDH12	protein_coding	2	10	4	2	15	46	15
ENSG00000113558.18	SKP1	protein_coding	2	0	0	0	0	0	0
ENSG00000113569.16	NUP155	protein_coding	2	3775	3125	3498	2328	2209	2545
ENSG00000113575.10	PPP2CA	protein_coding	1	294.3	282.34	371.4	188.81	132.26	103.67
ENSG00000113578.18	FGF1	protein_coding	1	0	0	0	1	0	0
ENSG00000113580.15	NR3C1	protein_coding	2	0	0	0	1	0	0
ENSG00000113583.8	C5orf15	protein_coding	2	5755	3925	1873	5272	6467	2560
ENSG00000113593.12	PPWD1	protein_coding	2	5617	54	8	0	0	0
ENSG00000113594.10	LIFR	protein_coding	2	49994	47357	25849	31708	23944	16064
ENSG00000113595.15	TRIM23	protein_coding	1	8294	6680	3317	6574	3752	1861
ENSG00000113597.18	TRAPPC13	protein_coding	2	2	0	2	5	3	4
ENSG00000113600.11	C9	protein_coding	2	1385	2574	1224	1918	1281.89	480.94
ENSG00000113615.13	SEC24A	protein_coding	2	3541	2509	1764	4087	2899	1370
ENSG00000113621.14	TXNDC15	protein_coding	1	133	140	102	231	354	121
ENSG00000113638.14	TTC33	protein_coding	2	4	0	0	0	0	0
ENSG00000113643.9	RARS	protein_coding	2	1081	598	371	145	16	10
ENSG00000113645.14	WWC1	protein_coding	1	3790	3679	2018	5493	4831	2497
ENSG00000113648.16	H2AFY	protein_coding	1	7896	6741	3264	5055	4212	2581
ENSG00000113649.11	TCERG1	protein_coding	2	2	5	2	19	1	0
ENSG00000113657.13	DPYSL3	protein_coding	2	970	1045	523	855	1209	724
ENSG00000113658.18	SMAD5	protein_coding	2	7461	5591	3238	4732	3808	1717
ENSG00000113712.18	CSNK1A1	protein_coding	2	287	308	534	738	744	290
ENSG00000113716.13	HMGXB3	protein_coding	2	8668	7321	4937	9425	10977	7064
ENSG00000113719.16	ERGIC1	protein_coding	1	2713	2436	2178	4258	4488	1890
ENSG00000113721.14	PDGFRB	protein_coding	1	2809	1029	828	190	15	5
ENSG00000113722.16	CDX1	protein_coding	2	33563	27960	24057	35907	27460	25899
ENSG00000113732.9	ATP6V0E1	protein_coding	2	126	48	35	223	174	245
ENSG00000113734.17	BNIP1	protein_coding	1	0	0	0	0	0	0
ENSG00000113739.10	STC2	protein_coding	1	24	14	13	61	174	41
ENSG00000113742.14	CPEB4	protein_coding	1	19167	13329	7889	3365	2756	1249
ENSG00000113749.7	HRH2	protein_coding	2	11	12	9	10	5	5
ENSG00000113758.13	DBN1	protein_coding	1	0	0	0	0	0	0
ENSG00000113761.12	ZNF346	protein_coding	1	60.89	58.3	9.81	134.79	201.75	28.95
ENSG00000113763.12	UNC5A	protein_coding	1	4742	3657	2758	4770	4468	3447
ENSG00000113790.11	EHHADH	protein_coding	1	19	21	12	24	79	64
ENSG00000113805.8	CNTN3	protein_coding	2	2605	2566	1387	2898	3055	1825
ENSG00000113810.16	SMC4	protein_coding	1	2376	4145	2771	6884	4989	4774
ENSG00000113811.11	SELENOK	protein_coding	2	6	8	6	10	23	32
ENSG00000113812.14	ACTR8	protein_coding	1	262.74	275.22	612.42	332.37	145	163
ENSG00000113838.13	TBCCD1	protein_coding	1	0	0	0	0	1	0
ENSG00000113845.9	TIMMDC1	protein_coding	1	147	155	92	168	162	122
ENSG00000113851.14	CRBN	protein_coding	2	2243	2196	1115	1756	2123	1015
ENSG00000113889.14	KNG1	protein_coding	2	0	0	0	0	0	0
ENSG00000113905.4	HRG	protein_coding	1	2752	1940	1899	2237	2946	2504
ENSG00000113916.18	BCL6	protein_coding	1	5784	4462	4711	3437	3779	3113
ENSG00000113924.12	HGD	protein_coding	1	9815	9098	8021	18368	17434	12426
ENSG00000113946.3	CLDN16	protein_coding	2	2879	2508	1144	3299	2387	1076
ENSG00000113966.10	ARL6	protein_coding	1	6046	5299	5139	2089	2888	2326
ENSG00000113971.20	NPHP3	protein_coding	1	0	0	0	1	0	0
ENSG00000114013.16	CD86	protein_coding	2	6247	5852	2468	7183	3343	1650
ENSG00000114019.14	AMOTL2	protein_coding	1	1256	569	320	117	78	53
ENSG00000114021.12	NIT2	protein_coding	2	130	25	78	89	34	20
ENSG00000114023.15	FAM162A	protein_coding	1	2535	1633	1451	1811	1831	1821
ENSG00000114026.21	OGG1	protein_coding	1	4	1	0	50	8	2
ENSG00000114030.13	KPNA1	protein_coding	2	4362	6120	2687	3839	3857	1378
ENSG00000114054.14	PCCB	protein_coding	1	11953	6122	8133	2364	2281	1411
ENSG00000114062.20	UBE3A	protein_coding	1	2565	2387	1453	2806	2194	1310
ENSG00000114098.17	ARMC8	protein_coding	1	0	0	0	0	0	0
ENSG00000114107.9	CEP70	protein_coding	1	2	5	0	206	168	30
ENSG00000114113.6	RBP2	protein_coding	2	7036	5936	4026	5455	5165	3231
ENSG00000114115.9	RBP1	protein_coding	1	6494	5977	3766	2247	1899	1172
ENSG00000114120.12	SLC25A36	protein_coding	1	2	2	1	0	0	0
ENSG00000114124.2	GRK7	protein_coding	2	6649	5511	4871	3754	3274	2611
ENSG00000114125.14	RNF7	protein_coding	1	354.93	315	126.69	360.51	315.69	167.96
ENSG00000114126.17	TFDP2	protein_coding	2	11155	11886	9989	1582	179	58
ENSG00000114127.10	XRN1	protein_coding	1	1150	913	803	738	931	778
ENSG00000114166.8	KAT2B	protein_coding	2	0	0	0	0	0	0
ENSG00000114200.10	BCHE	protein_coding	1	67.37	64.03	20.66	62.15	68.56	20.19
ENSG00000114204.14	SERPINI2	protein_coding	1	9363	7910	4580	4988	5198	2681
ENSG00000114209.15	PDCD10	protein_coding	1	129.22	102.24	152.69	99.75	124.68	85.53
ENSG00000114248.9	LRRC31	protein_coding	1	1958	1622	1164	2496	2473	1086
ENSG00000114251.14	WNT5A	protein_coding	2	0	0	0	27	23	3
ENSG00000114268.12	PFKFB4	protein_coding	1	52	29	31	54	73	35
ENSG00000114270.17	COL7A1	protein_coding	2	22	2	7	567	569	276
ENSG00000114279.13	FGF12	protein_coding	2	120	157	115	77	176	69
ENSG00000114302.16	PRKAR2A	protein_coding	1	1934	2353	1256	4761	5787	2542
ENSG00000114315.4	HES1	protein_coding	2	4227	2786	2100	4022	2858	2455
ENSG00000114316.12	USP4	protein_coding	1	1	0	0	276	54	8
ENSG00000114331.14	ACAP2	protein_coding	1	121.37	105.52	191.71	191.14	75.63	84.38
ENSG00000114346.13	ECT2	protein_coding	1	0	0	0	0	0	0
ENSG00000114349.9	GNAT1	protein_coding	1	0	0	0	0	0	0
ENSG00000114353.17	GNAI2	protein_coding	1	4210	2850	1884	3105	3066	1837
ENSG00000114354.14	TFG	protein_coding	2	4538	4512	2291	7351	7077	3570
ENSG00000114374.13	USP9Y	protein_coding	2	5059	4845	4746	4552	4117	5377
ENSG00000114378.17	HYAL1	protein_coding	2	361	254	264	326	518	268
ENSG00000114383.10	TUSC2	protein_coding	1	0	0	0	8	13	4
ENSG00000114388.13	NPRL2	protein_coding	2	33851	30989	17541	62202	32254	17739
ENSG00000114391.13	RPL24	protein_coding	2	8910	7341	4150	9490	9650	3445
ENSG00000114395.10	CYB561D2	protein_coding	1	482	439	276	688	402	228.91
ENSG00000114405.10	C3orf14	protein_coding	2	0	0	0	0	0	0
ENSG00000114416.18	FXR1	protein_coding	2	4	1	0	20	48	3
ENSG00000114423.22	CBLB	protein_coding	1	187	148	142	21	65	22
ENSG00000114439.19	BBX	protein_coding	1	1	1	0	0	0	0
ENSG00000114446.5	IFT57	protein_coding	1	3827	3566	3981	3519	4726	4208
ENSG00000114450.10	GNB4	protein_coding	1	0	0	0	0	0	0
ENSG00000114455.13	HHLA2	protein_coding	1	1294	1320	676	1888	1658	826
ENSG00000114473.14	IQCG	protein_coding	1	0	3	2	7	8	0
ENSG00000114480.13	GBE1	protein_coding	2	5	2.89	3	9	19	9
ENSG00000114487.9	MORC1	protein_coding	1	0	0	0	0	0	0
ENSG00000114491.14	UMPS	protein_coding	2	0	0	0	0	0	0
ENSG00000114503.11	NCBP2	protein_coding	1	0	0	0	0	0	0
ENSG00000114520.11	SNX4	protein_coding	2	0	0	0	0	0	0
ENSG00000114529.12	C3orf52	protein_coding	2	58	166	65	3179	2685	1106
ENSG00000114541.15	FRMD4B	protein_coding	2	619	571	262	1021	1146	488
ENSG00000114544.16	SLC41A3	protein_coding	1	3693	2650	1831	2249	1934	1021
ENSG00000114547.10	ROPN1B	protein_coding	2	275.23	307.73	268.11	443.95	646.1	995.65
ENSG00000114554.11	PLXNA1	protein_coding	2	23.27	19.71	28.03	76.83	70.77	17.36
ENSG00000114573.10	ATP6V1A	protein_coding	2	812	923	632	2051	2186	963
ENSG00000114626.18	ABTB1	protein_coding	2	10234	7922	7083	6023	7684	4271
ENSG00000114631.11	PODXL2	protein_coding	2	892	663	484	578	845	538
ENSG00000114638.8	UPK1B	protein_coding	1	5145	4756	4764	5647	5038	3881
ENSG00000114646.10	CSPG5	protein_coding	2	3881	3036	2107	3689	2132	1525
ENSG00000114648.12	KLHL18	protein_coding	2	3	0	6	27	17	3
ENSG00000114650.20	SCAP	protein_coding	2	168	128	112	147	236	59
ENSG00000114654.7	EFCC1	protein_coding	2	15	3	3	148	78	11
ENSG00000114656.12	KIAA1257	protein_coding	1	909	1643	1173	2666	434	575
ENSG00000114670.14	NEK11	protein_coding	1	1405.18	1421.54	1289.44	1628.07	1667.54	1722.19
ENSG00000114686.9	MRPL3	protein_coding	1	85	56	81	502	163	50
ENSG00000114698.15	PLSCR4	protein_coding	2	16886	13583	8419	16792	11833	7309
ENSG00000114735.9	HEMK1	protein_coding	2	0	1	0	10.42	16	7
ENSG00000114737.15	CISH	protein_coding	2	5735	5527	3827	3438	2670	2008
ENSG00000114738.11	MAPKAPK3	protein_coding	1	1	3	0	4	4	1
ENSG00000114739.14	ACVR2B	protein_coding	2	2356.53	2073.61	1206.63	1858.67	1694.6	1260.04
ENSG00000114742.14	WDR48	protein_coding	1	0	1	0	0	0	0
ENSG00000114744.9	COMMD2	protein_coding	2	5759	5578	3313	3510	2882	1960
ENSG00000114745.13	GORASP1	protein_coding	1	26	93	133	166	13	30
ENSG00000114757.19	PEX5L	protein_coding	2	0	0	0	35	11	7
ENSG00000114767.7	RRP9	protein_coding	2	8.3	23.65	6.54	12.36	33.32	0
ENSG00000114770.17	ABCC5	protein_coding	1	0	0	0	0	0	0
ENSG00000114771.14	AADAC	protein_coding	2	124890	140438	156722	68468	84256	106261
ENSG00000114779.19	ABHD14B	protein_coding	2	0	0	0	0	0	0
ENSG00000114784.4	EIF1B	protein_coding	2	32	14	13	39	53	53
ENSG00000114786.16	ABHD14A-ACY1	protein_coding	1	6472	6542	2727	3365	2578	1289
ENSG00000114790.13	ARHGEF26	protein_coding	2	5564.5	5694.93	2432	4127	2850	1022
ENSG00000114796.16	KLHL24	protein_coding	2	0	0	0	0	0	0
ENSG00000114805.17	PLCH1	protein_coding	2	0	0	0	146	88	39
ENSG00000114812.13	VIPR1	protein_coding	1	0	0	0	0	0	0
ENSG00000114841.17	DNAH1	protein_coding	2	0	0	0	0	1	0
ENSG00000114850.6	SSR3	protein_coding	1	0	0	0	0	2	0
ENSG00000114853.14	ZBTB47	protein_coding	2	2	0	1	2	2	0
ENSG00000114854.7	TNNC1	protein_coding	1	8	48	5	1446	2610	1521
ENSG00000114857.18	NKTR	protein_coding	2	4	1	5	68	186	142
ENSG00000114859.16	CLCN2	protein_coding	1	0	0	0	0	0	0
ENSG00000114861.20	FOXP1	protein_coding	1	0	0	1	2	3	0
ENSG00000114867.20	EIF4G1	protein_coding	1	136357	118948	139702	95128	77265	104685
ENSG00000114902.14	SPCS1	protein_coding	2	1995	1298	875	2764	2110	888
ENSG00000114904.13	NEK4	protein_coding	1	1113	859	470	1123	1306	572
ENSG00000114923.17	SLC4A3	protein_coding	1	2148	1719	1026	2400	1302	643
ENSG00000114933.16	INO80D	protein_coding	2	2370	3977	2052	3033	2062	1062
ENSG00000114942.14	EEF1B2	protein_coding	2	4683	4338	3128	3915	3619	2571
ENSG00000114948.13	ADAM23	protein_coding	2	13959	9968	10702	6257	4223	4429
ENSG00000114956.20	DGUOK	protein_coding	2	911	758	620	1427	1778	811
ENSG00000114978.18	MOB1A	protein_coding	2	433	131	251	77	37	16
ENSG00000114982.19	KANSL3	protein_coding	1	1	0	0	4	0	0
ENSG00000114988.11	LMAN2L	protein_coding	2	8451	6528	4782	7335	6204	3542
ENSG00000114993.16	RTKN	protein_coding	1	1579	1293	1364	1591	853	966
ENSG00000114999.8	TTL	protein_coding	2	4302	2319	2228	789	686	323
ENSG00000115008.5	IL1A	protein_coding	2	1248	1110	1086	826	689	490
ENSG00000115009.13	CCL20	protein_coding	2	19166	15940	8837	17822	15347	8507
ENSG00000115020.17	PIKFYVE	protein_coding	1	35	19.32	17	7	2	5
ENSG00000115041.13	KCNIP3	protein_coding	2	1697	1703	849	1444	1944	1119
ENSG00000115042.10	FAHD2A	protein_coding	2	10606.53	9320.18	4680.13	13228.1	9246.18	3912.39
ENSG00000115053.16	NCL	protein_coding	1	857	742	547	1010	992	1026
ENSG00000115073.7	ACTR1B	protein_coding	2	1845.89	1386	950	1558.71	1594	861.69
ENSG00000115084.14	SLC35F5	protein_coding	1	1884	1914	1514	2380	1201	1137
ENSG00000115085.13	ZAP70	protein_coding	2	3237	2659	2128	2441	3161	3596
ENSG00000115091.11	ACTR3	protein_coding	2	8807	7853	7421	4960	6959	5578
ENSG00000115107.20	STEAP3	protein_coding	2	0	1	4	9	5	4
ENSG00000115109.14	EPB41L5	protein_coding	2	0	0	0	0	0	0
ENSG00000115112.8	TFCP2L1	protein_coding	2	0	0	0	0	0	0
ENSG00000115128.7	SF3B6	protein_coding	1	1227	1305	1534	1968	2331	2879
ENSG00000115129.14	TP53I3	protein_coding	2	25	10	15	1	0	3
ENSG00000115137.11	DNAJC27	protein_coding	2	47326	46128	62234	43315	54990	88380
ENSG00000115138.11	POMC	protein_coding	2	1381	869	613	542	402	252
ENSG00000115145.10	STAM2	protein_coding	2	0	0	0	0	0	0
ENSG00000115155.17	OTOF	protein_coding	2	9855	5996	3116	10805	7749	2839
ENSG00000115159.16	GPD2	protein_coding	2	5387	5684	4190	3051	3040	2412
ENSG00000115163.15	CENPA	protein_coding	2	1621	1370	668	886	937	493
ENSG00000115165.10	CYTIP	protein_coding	1	663	445	310	407	185	130
ENSG00000115170.13	ACVR1	protein_coding	2	2065	3099	3152	51	5	4
ENSG00000115183.15	TANC1	protein_coding	2	0	0	0	0	0	0
ENSG00000115194.10	SLC30A3	protein_coding	1	151.27	403.58	185.3	148.05	100.83	51.15
ENSG00000115204.15	MPV17	protein_coding	1	1	4	0	12.6	18.82	0
ENSG00000115207.13	GTF3C2	protein_coding	1	3607	4472	2442	3361	6654	4247
ENSG00000115211.15	EIF2B4	protein_coding	2	52	24	50	23	7	16
ENSG00000115216.14	NRBP1	protein_coding	2	0	0	0	0	0	0
ENSG00000115221.12	ITGB6	protein_coding	1	1003	1174	878	354	350	229
ENSG00000115226.10	FNDC4	protein_coding	2	3651	3954	2739	5199	5763	2847
ENSG00000115232.14	ITGA4	protein_coding	1	14338	13441	9801	12073	9458	9696
ENSG00000115233.12	PSMD14	protein_coding	2	25	35	34	846	480	228
ENSG00000115234.11	SNX17	protein_coding	2	0	0	0	0	0	0
ENSG00000115239.22	ASB3	protein_coding	2	28	87	81	285	533	280
ENSG00000115241.11	PPM1G	protein_coding	2	10879	7154	7034	6118	4141	3857
ENSG00000115252.18	PDE1A	protein_coding	2	2239	1942	1293	1573	1376	866
ENSG00000115255.11	REEP6	protein_coding	2	342	335	196	1242	1589	889
ENSG00000115257.15	PCSK4	protein_coding	2	5153	4224	3545	5882	6019	4125
ENSG00000115263.15	GCG	protein_coding	2	3415	4127	2475	2820	4025	2544
ENSG00000115266.11	APC2	protein_coding	2	0	0	2	2	0	1
ENSG00000115267.8	IFIH1	protein_coding	2	1671.14	1379.47	856.52	2411.96	2224.03	1468.95
ENSG00000115268.9	RPS15	protein_coding	1	95	171	51	319	132	82
ENSG00000115271.11	GCA	protein_coding	1	2981	3209	1796	2707	2403	844
ENSG00000115274.15	INO80B	protein_coding	2	20419	12094	10597	3403	1156	1222
ENSG00000115275.13	MOGS	protein_coding	1	4885	6611	2858	5824	5647	2873
ENSG00000115282.19	TTC31	protein_coding	2	143	212	91	447	235	178.83
ENSG00000115286.20	NDUFS7	protein_coding	2	22	14	2	633	1639	469
ENSG00000115289.14	PCGF1	protein_coding	2	1757.46	1148.31	1091.97	1354.33	1261.64	974.75
ENSG00000115290.9	GRB14	protein_coding	1	1771	1682	1949	1891	4042	3822
ENSG00000115295.20	CLIP4	protein_coding	1	0	0	0	6	5	0
ENSG00000115297.11	TLX2	protein_coding	2	0	0	0	1	0	0
ENSG00000115306.16	SPTBN1	protein_coding	2	4035	3054	2417	3628	3973	2048
ENSG00000115307.17	AUP1	protein_coding	2	2535	2609	2825	2199	1632	1759
ENSG00000115310.18	RTN4	protein_coding	2	18360	13951	8424	11624	7906	5590
ENSG00000115317.11	HTRA2	protein_coding	2	0	0	0	0	0	0
ENSG00000115318.12	LOXL3	protein_coding	2	1907	1152	506	1673	1767	691
ENSG00000115325.13	DOK1	protein_coding	2	225	562	1003	517	934	848
ENSG00000115339.13	GALNT3	protein_coding	2	1348	786	970	2087	1550	940
ENSG00000115350.11	POLE4	protein_coding	2	19625	15704	10371	10666	9819	6310
ENSG00000115353.11	TACR1	protein_coding	2	2642	3041	1532	1717	1576	670
ENSG00000115355.16	CCDC88A	protein_coding	1	1338	1214	832	1583	1576	833
ENSG00000115361.8	ACADL	protein_coding	2	1	0	0	9	2	1
ENSG00000115363.14	EVA1A	protein_coding	1	795	1308	877	1613	1669	1836
ENSG00000115364.14	MRPL19	protein_coding	1	1	8	0	0	0	0
ENSG00000115365.11	LANCL1	protein_coding	1	680	1323	558	1767	1651	499
ENSG00000115368.10	WDR75	protein_coding	2	8169	6346	3466	7025	3560	1742
ENSG00000115380.20	EFEMP1	protein_coding	2	1499	517	333	31	26	25
ENSG00000115386.6	REG1A	protein_coding	2	14460	12308	6847	8105	7694	4300
ENSG00000115392.11	FANCL	protein_coding	1	1744	1718	1198	2411	2407	1665
ENSG00000115414.19	FN1	protein_coding	2	11297	6217	1732	117	120	30
ENSG00000115415.18	STAT1	protein_coding	1	24	0	1	540	1450	286
ENSG00000115419.12	GLS	protein_coding	1	199	135	80	49	120	81
ENSG00000115421.13	PAPOLG	protein_coding	2	9256	9785	5684	14892	10887	5814
